CountyFIPS,Marc_CountyID1,FIPS,LocalityName,Population2024,OUD_Deaths2024,OUDCases2024,Labor_Fatal,Labor_OUD,Labor_Incarceration,Labor_Total,Labor_PerCapita,Health_ED,Health_Hosp,Health_AmbulanceNalax,Health_Indirect,Health_Total,Health_PerCapita,Crime_Total,Crime_PerCapita,ChildFamily_Assistance,ChildFamily_K12Ed,ChildFamily_Total,ChildFamily_PerCapita,Total_Total,Total_PerCapita,HouseholdSector_Total,FedGovtSector_Total,StateLocalSector_Total,MedianAgeYRs,MedianHHIncome,PovertyPct,SevereRentBurdenPct,Uninsured,Hlth_Dist_Name,Hlth_Region_Name,CooperCtrRegionName,CategoryName,CategoryDescription,Urban_Rural,Metro_NonMetro
51067,67,us-va-067,Franklin County,55637,4.08,635.3144361,2334603.99,2646606.766,1291842.653,6273053.409,112.7496703,214642.1574,1576057.91,112378.6983,3904752.794,5807831.56,104.3879354,3132456.956,56.30168693,2967800.341,807002.8893,3774803.231,67.84699446,18988145.16,341.2862871,6238548.958,7682770.402,5066825.796,48.4,68849,11.8,14.6,10.5,West Piedmont,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51065,65,us-va-065,Fluvanna County,28746,5.1,423.5429574,3220352.49,1947055.512,91972.52207,5259380.523,182.9604301,62822.09484,461285.242,32891.32634,2288271.927,2845270.59,98.97970467,202093.9972,7.030334556,1292780.044,538001.9262,1830781.97,63.68823385,10137527.08,352.6587032,4588110.472,3900295.574,1649121.035,43.5,96768,8.5,17,10.3,Blue Ridge,Northwestern,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51063,63,us-va-063,Floyd County,15658,2.04,211.7714787,1250485.454,945069.1359,212049.3531,2407603.943,153.7619072,23558.28557,172981.9657,12334.24738,958134.4758,1167008.974,74.53116455,479973.2433,30.65354728,553160.6919,269000.9631,822161.655,52.50745018,4876747.816,311.4540692,2078365.144,1753070.665,1045312.006,48.1,62191,8.8,9.8,12.3,New River,Southwestern,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51061,61,us-va-061,Fauquier County,75865,7.14,564.7239432,6112977.146,3519965.412,662488.5316,10295431.09,135.7072575,154437.6498,1133992.887,80857.84393,3837103.108,5206391.488,68.62705448,1073624.36,14.15177433,1671912.653,717335.9016,2389248.555,31.49342325,18964695.49,249.9795096,8906148.61,6825049.765,3233497.117,41.2,130189,6.4,17,8.4,Rappahannock/Rapidan,Northwestern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51059,59,us-va-059,Fairfax County,1160925,56.1,5929.601404,39848894.9,30663841.07,6039558.266,76552294.24,65.94077502,1635298.848,12007546.5,856182.0203,36485773.84,50984801.21,43.9173945,11797237.08,10.16192871,27058259.24,7532026.967,34590286.2,29.79545294,173924618.7,149.8155512,69726759.17,70196524.09,34001335.47,39.1,153637,5.7,20.5,9.3,Fairfax,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51057,57,us-va-057,Essex County,10683,5.1,423.5429574,2649480.834,1601901.12,108773.5545,4360155.508,408.1396151,20940.69828,153761.7473,10963.77545,1864545.284,2050211.505,191.9134611,290510.1209,27.19368351,453716.0731,538001.9262,991717.9993,92.83141433,7692595.134,720.0781741,3723248.229,2610718.621,1358628.284,47.1,56520,9.7,22.3,13.4,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51053,53,us-va-053,Dinwiddie County,28576,3.06,282.3619716,2083501.036,1399671.547,105372.2113,3588544.794,125.5789752,31411.04742,230642.621,16445.66317,1348547.796,1627047.127,56.93753946,214724.872,7.514168252,602883.0012,358667.9508,961550.9521,33.6488995,6391867.746,223.6795824,3047736.017,2277582.23,1066549.499,43.1,83704,10.6,25.9,8.7,Crater,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51051,51,us-va-051,Dickenson County,13411,7.14,564.7239432,2707341.304,1558937.245,245080.0863,4511358.635,336.3924118,65439.68213,480505.4604,34261.79827,2936683.992,3516890.932,262.2392761,896792.1124,66.86989131,509653.6712,717335.9016,1226989.573,91.49128125,10152031.25,756.9928605,4252108.601,3650870.66,2249051.991,46.1,47254,16.6,12.7,7.5,Cumberland Plateau,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51049,49,us-va-049,Cumberland County,10062,1.02,70.5904929,506767.5416,255330.3658,18091.45468,780189.3621,77.53819938,10470.34914,76880.87366,5481.887724,416896.2353,509729.3458,50.65884971,50523.49929,5.021218375,242396.2582,89666.9877,332063.2459,33.00171397,1672505.453,166.2199814,705220.7703,672962.6517,294322.0312,43.5,55325,9.1,16.8,6.1,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51047,47,us-va-047,Culpeper County,56125,8.16,705.904929,6131840.969,3861842.633,690918.7464,10684602.35,190.3715341,112556.2533,826469.3919,58930.29303,3822200.13,4820156.068,85.88251346,1275718.357,22.72994846,1560037.457,896669.877,2456707.334,43.77206831,19237184.11,342.7560643,9091148.319,6671351.815,3474683.974,39.1,100049,6.7,16,14.9,Rappahannock/Rapidan,Northwestern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51045,45,us-va-045,Craig County,4829,0,70.5904929,0,334001.499,59164.26121,393165.7602,81.41763516,10470.34914,76880.87366,5481.887724,203790.7508,296623.8613,61.42552523,126308.7482,26.15629493,363594.3874,89666.9877,453261.3751,93.862368,1269359.745,262.8618233,370720.6355,576901.7313,321737.3779,46.3,69057,11.3,18.4,5.4,Alleghany,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51043,43,us-va-043,Clarke County,15598,0,70.5904929,0,423863.5491,37541.10956,461404.6587,29.58101415,26175.87285,192202.1842,13704.71931,362688.2419,594771.0182,38.13123594,63154.37411,4.048876402,422639.6297,89666.9877,512306.6174,32.8443786,1631636.668,104.6055051,498402.5999,794430.7678,338803.3008,48.4,117111,7.3,38.6,7.8,Lord Fairfax,Northwestern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51041,41,us-va-041,Chesterfield County,389793,43.86,3811.886617,31529443.02,19949649.96,4783765.991,56262858.98,144.3403524,839300.5541,6162751.499,439426.7414,22939381.98,30380860.78,77.94101171,9233169.495,23.6873661,9770433.793,4842017.336,14612451.13,37.48772074,110489340.4,283.4564509,49322156.07,39639126.04,21528058.26,39,101931,6.5,23.3,8.6,Chesterfield,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51037,37,us-va-037,Charlotte County,11258,1.02,211.7714787,521662.4615,788505.1202,186231.9901,1496399.572,132.9187753,36646.22199,269083.0578,19186.60703,877443.5672,1202359.454,106.8004489,505234.9929,44.877864,382240.2534,269000.9631,651241.2165,57.84697251,3855235.235,342.4440607,1428644.994,1441634.647,984955.5939,44.5,58000,19.6,25.1,10.3,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51036,36,us-va-036,Charles City County,6564,5.1,352.9524645,3467918.319,1747280.124,24760.73622,5239959.18,798.2875045,5235.17457,38440.43683,2740.943862,1607788.703,1654205.258,252.01177,50523.49929,7.697059611,114982.8404,448334.9385,563317.779,85.81928382,7508005.716,1143.815618,4243079.042,2258194.913,1006731.761,52.6,75417,8.7,20.3,6.4,Chickahominy,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51035,35,us-va-035,Carroll County,29242,2.04,423.5429574,1017783.395,1538403.619,227091.0805,2783278.094,95.18083902,83762.79312,615046.9893,43855.10179,1860818.795,2603483.679,89.03233977,631543.7411,21.59714592,1218196.58,538001.9262,1756198.506,60.05740052,7774504.021,265.8677252,2746225.188,3236724.269,1791554.564,49.4,54484,13.3,15.6,14,Mount Rogers,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51033,33,us-va-033,Caroline County,33477,2.04,211.7714787,1602326.417,1210977.095,300313.596,3113617.108,93.00765028,47116.57113,345963.9315,24668.49476,1196480.713,1614229.71,48.21906712,530496.7425,15.84660342,1168474.27,269000.9631,1437475.234,42.9391891,6695818.794,200.0125099,2714034.108,2653757.234,1328027.453,38.9,87407,9.9,16.4,9.4,Rappahannock,Northwestern,Central Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51031,31,us-va-031,Campbell County,55342,1.02,282.3619716,573156.7473,1155119.931,618961.2864,2347237.965,42.41332017,88997.96769,653487.4261,46596.04565,1504960.961,2294042.401,41.4521051,1528335.854,27.61620204,2604205.954,358667.9508,2962873.905,53.53752854,9132490.124,165.0191559,2385039.783,4192033.032,2555417.308,43.6,66165,9.9,11.7,7,Central Virginia,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51029,29,us-va-029,Buckingham County,17115,2.04,282.3619716,1105035.819,1113525.145,128210.7424,2346771.706,137.1178327,57586.92027,422844.8051,30150.38248,1400271.463,1910853.571,111.6478861,328402.7454,19.18800733,466146.6505,358667.9508,824814.6013,48.19249788,5410842.624,316.146224,2229229.592,2075646.579,1105966.454,44.1,60828,12,25.4,12,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51027,27,us-va-027,Buchanan County,18632,5.1,494.1334503,1913586.412,1349801.141,92224.55003,3355612.102,180.0994044,138732.1261,1018671.576,72635.01234,3154135.558,4384174.272,235.303471,341033.6202,18.30365072,652605.3106,627668.9139,1280274.225,68.71373039,9361094.219,502.4202565,3628734.978,3879714.582,1852644.66,47.8,42886,27,29.4,7.2,Cumberland Plateau,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51025,25,us-va-025,Brunswick County,15750,3.06,211.7714787,1126815.194,567735.9184,33522.48046,1728073.593,109.7189583,41881.39656,307523.4947,21927.5509,1356620.367,1727952.809,109.7112894,126308.7482,8.019603062,351163.81,269000.9631,620164.7731,39.37554115,4202499.923,266.8253919,1723794.764,1694646.54,784058.6187,44.7,53084,13,16,9.3,Southside,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51023,23,us-va-023,Botetourt County,34129,4.08,423.5429574,2567764.908,1940618.625,687513.4849,5195897.019,152.2428732,47116.57113,345963.9315,24668.49476,1916268.952,2334017.949,68.38811418,1515704.979,44.41105742,764480.5067,538001.9262,1302482.433,38.16351001,10348102.38,303.2055548,4452442.52,3422392.905,2473266.954,48.1,81213,6.5,11.2,8,Alleghany,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51021,21,us-va-021,Bland County,6186,1.02,70.5904929,444184.9528,223798.6792,114965.2391,782948.8711,126.5678744,26175.87285,192202.1842,13704.71931,575793.7264,807876.5027,130.5975594,366295.3699,59.21360651,155382.2168,89666.9877,245049.2045,39.61351512,2202169.948,355.9925555,799456.6761,830036.6632,572676.6089,48.1,61216,14.5,0,8.9,Mount Rogers,Southwestern,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51019,19,us-va-019,Bedford County,82182,11.22,917.6764077,6757473.736,4023728.883,685340.5062,11466543.12,139.5262116,193701.4591,1422296.163,101414.9229,5576064.224,7293476.769,88.74786168,1578859.353,19.21174166,2862140.434,1165670.84,4027811.274,49.01086946,24366690.52,296.4966844,10340764.7,9356159.921,4669765.902,47.2,78937,8.3,22.5,8.9,Central Virginia,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51017,17,us-va-017,Bath County,4071,0,0,0,0,53409.89335,53409.89335,13.11960043,0,0,0,0,0,0,151570.4979,37.23176071,152274.5725,0,152274.5725,37.40470953,357254.9637,87.75607067,44885.26542,159229.5056,153140.1927,50.9,56184,18.7,13.2,3.5,Central Shenandoah,Northwestern,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51015,15,us-va-015,Augusta County,78622,5.1,494.1334503,3520167.075,2483047.28,1206421.887,7209636.242,91.69998527,198622.3138,1458428.636,103991.3005,3760062.538,5521104.788,70.22340805,2425127.966,30.84541179,4431500.824,627668.9139,5059169.738,64.3480163,20215038.73,257.1168214,6816551.966,8723380.781,4675105.987,45.1,82049,5.1,18.8,9.1,Central Shenandoah,Northwestern,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51013,13,us-va-013,Arlington County,239807,12.24,1200.038379,8149156.68,5816664.57,1254603.44,15220424.69,63.46947625,303640.1251,2229545.336,158974.744,7292888.507,9985048.712,41.63785341,2614591.088,10.90289728,4990876.804,1524338.791,6515215.595,27.16857971,34335280.09,143.1788066,13831402.06,13618510.98,6885367.043,35.5,142114,6.7,19,6.5,Arlington,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51011,11,us-va-011,Appomattox County,16957,1.02,141.1809858,648510.3223,653492.4368,144697.6935,1446700.453,85.31582548,28793.46014,211422.4026,15075.19124,700135.7316,955426.7856,56.34409304,315771.8706,18.62191841,752049.9294,179333.9754,931383.9048,54.92621954,3649283.014,215.2080565,1319811.175,1534246.234,795225.6051,43.2,62853,11.3,8.5,10.8,Central Virginia,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51009,9,us-va-009,Amherst County,31650,2.04,423.5429574,1248015.009,1886404.136,200491.9871,3334911.133,105.3684402,91615.55498,672707.6445,47966.51758,1940267.541,2752557.258,86.96863374,454711.4936,14.36687184,1302102.977,538001.9262,1840104.903,58.13917546,8382284.787,264.8431212,3179389.467,3476222.901,1726672.419,43.4,68724,10.4,20.6,9.5,Central Virginia,Southwestern,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan
51007,7,us-va-007,Amelia County,13716,4.08,352.9524645,2674534.384,1684425.764,101447.6106,4460407.758,325.197416,18323.111,134541.5289,9593.303517,1527097.795,1689555.738,123.1813749,214724.872,15.65506503,282795.6346,448334.9385,731130.5731,53.30494117,7095818.941,517.3387971,3694971.533,2267724.262,1133123.146,44.7,76717,7,18.2,8.6,Piedmont,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan
51005,5,us-va-005,Alleghany County,14632,1.02,211.7714787,512967.8844,775363.0619,279270.2782,1567601.225,107.1351302,66051.67778,484999.1749,34582.21657,1174947.378,1760580.447,120.3239781,770483.3642,52.65741964,1280349.467,269000.9631,1549350.43,105.8878096,5648015.465,386.0043374,1643688.424,2526018.472,1478308.569,48.3,56188,9.1,14.8,8.6,Alleghany,Southwestern,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
51003,3,us-va-003,Albemarle County,117313,11.22,988.2669006,7516113.093,4819725.824,286617.8182,12622456.74,107.5964022,269033.4183,1975437.874,140855.9517,6436079.326,8821406.57,75.19547339,593651.1167,5.060403507,3679450.894,1255337.828,4934788.722,42.06514813,26972303.14,229.9174273,11555290.88,10948050.4,4468961.859,39.7,104392,8.4,24.1,8.9,Blue Ridge,Northwestern,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan
51001,1,us-va-001,Accomack County,33411,1.02,141.1809858,516515.3427,520483.4192,119856.4144,1156855.176,34.62497909,57586.92027,422844.8051,30150.38248,991447.7987,1502029.907,44.95614937,328402.7454,9.829180371,612205.9343,179333.9754,791539.9097,23.69099727,3778827.738,113.1013061,1257606.479,1669467.195,851754.0645,47.6,58993,12.7,16.7,18.3,Eastern Shore,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan
